--bus section
bus,voltage_pu,angle,shunt_b
99,0.9852576398777576,-10.76700394958918,0.0
100,0.9852799984620039,-10.76348905013028,0.0
101,0.9916967588519753,-12.001717588763485,0.0
102,0.9937988606716049,-11.769875376167974,0.0
103,1.0202526088693618,-5.982676396063223,0.0
104,0.9974476689149651,-6.3923903114603515,0.0
105,0.9974602921185403,-6.394950858432097,0.0
106,1.0080608198505667,-3.896177473185003,0.0
107,1.0080661262263693,-3.8884913727045785,0.0
108,0.9974599574558669,-6.331974001497417,0.0
109,1.005721557640261,-7.257218965582728,0.0
110,1.007847332694089,-3.918840320274924,0.0
111,1.0078343412255482,-3.914451094907626,0.0
112,1.0068329578226576,-3.9234939267459925,0.0
113,1.0068329578226576,-3.9234939267459925,0.0
114,1.006969718150602,-3.913226730035937,0.0
115,1.0098340494256501,-7.021146811619937,0.0
116,1.0259951457308407,-4.0934142524168164,0.0
117,1.0261924460390939,-4.112068742016721,0.0
118,1.0138177512285913,-6.494946125760775,0.0
119,1.0139819515695359,-6.483523370771359,0.0
120,1.006407549647882,-7.233960279453712,0.0
121,1.0090424800933682,-6.928659039326185,0.0
122,1.0090749445343496,-6.925010275672862,0.0
123,1.0090751831806277,-6.925014435347438,0.0
124,1.0090426994087962,-6.928663009924568,0.0
125,1.005783718572646,-7.251869190564102,0.0
126,1.0098404168715618,-7.021256553783195,0.0
127,1.0066255043518304,-4.29636083973682,0.0
128,1.0066154795656175,-4.315859217943409,0.0
129,1.0008974608531354,-6.749061979925183,0.0
130,1.001088271948472,-6.74607401668406,0.0
131,1.006645008016392,-3.9417767852403274,0.0
132,1.025817619899109,-4.106060469762308,0.0
133,1.0173100599563072,-6.671800102489608,0.0
134,0.9781124145909266,-13.345649593922419,0.0
135,1.0053040752193634,-7.289136169615816,0.0
136,1.0090026043261724,-6.93214189449348,0.0
137,1.0051198745094527,-7.378890350282013,0.0
138,0.9987801687267359,-6.400360536468429,0.0
139,0.9987820128723496,-6.400276110923126,0.0
140,1.0079283095676999,-3.9796247683418593,0.0
141,1.0084994452221718,-3.4715028495394535,0.0
142,1.0349080458017648,-2.0151563183396433,0.0
143,1.0349905349746773,-1.9568083524247883,0.0
144,1.0057826660200362,-7.251850741303793,0.0
145,1.0348339593552973,-3.039230916351615,0.0
146,1.005085485569537,-4.404439539216939,0.0
147,1.0050671962985522,-4.421569758828699,0.0
148,1.0246389044954356,-6.034689757930355,0.0
149,1.0251571197858718,-6.010216649602581,0.0
150,1.0097352711786078,-7.026364225425723,0.0
151,1.0004845737984729,-6.346486675089531,0.0
152,1.0201297822234912,-5.980802736015621,0.0
153,1.0293555179533813,-3.2101197252496436,0.0
154,1.0293872217302396,-3.155206393644039,0.0
155,1.0087900245838317,-3.759331471472514,0.0
156,1.008866012511261,-3.7266433089841953,0.0
157,1.0106241145852441,-3.4069518512394077,0.0
158,1.0107590535018278,-3.399081203873573,0.0
159,1.034948929071079,1.4188467424271505,0.0
160,1.0349645319020513,1.338833535675643,0.0
161,1.0110351122366255,-6.734657262860341,0.0
162,1.0108711483127661,-6.756612373184186,0.0
163,1.0173924982042202,-1.5342022531353336,0.0
164,1.0175249923650773,-1.569402699145038,0.0
165,1.0086925804803972,-3.7657195141787008,0.0
166,1.008793301986214,-3.7318185170947853,0.0
167,1.0226768473972596,-4.926874678527713,0.0
168,1.0226546344540905,-4.889035295899206,0.0
169,0.9972733170667183,-6.363109597968446,0.0
170,0.997397195669986,-6.353874979039743,0.0
171,1.017611304189336,-1.2553604087675079,0.0
172,1.0175995573512397,-1.293398039752146,0.0
173,1.0012825982601985,-7.082997788529401,0.0
174,1.0021875105123117,-7.018587689647812,0.0
175,1.0168016222093825,-6.564102303978477,0.0
176,1.0170152752075312,-6.542374261639883,0.0
177,1.0087206053728492,-7.091041766176368,0.0
178,1.008719742513286,-7.091025070171935,0.0
179,0.9981591310803185,-6.418300231653687,0.0
180,0.9981314881647549,-6.4177566310103895,0.0
181,1.0034608268625809,-5.018431369142,0.0
182,1.0034474877382578,-5.001318931178344,0.0
183,1.0020426995175231,-5.6952350540018735,0.0
184,1.0234276540992289,-4.7445320328847025,0.0
185,1.0234475711437423,-4.762236465379226,0.0
186,1.0237201257629092,-4.730071710324763,0.0
187,1.0238006993248299,-4.745609784998864,0.0
188,1.0009892484600542,-6.067442034717388,0.0
189,1.0010250766461382,-6.082087944643362,0.0
190,1.0151410519446307,-3.2108769110326887,0.0
191,1.006267268097995,-7.223898217447886,0.0
192,1.0063148619074143,-7.22068856636266,0.0
193,1.0054588179761674,-7.277094980634028,0.0
194,1.0276728908403732,-3.7486848691800523,0.0
195,1.027852354773991,-3.734765755244614,0.0
196,1.0151487997606006,-3.2110090590271385,0.0
197,1.0090753990723518,-6.9250188786380305,0.0
198,1.0070641179478235,-7.195620545425424,0.0
199,1.0070695938563459,-7.195308006014443,0.0
200,1.008426237950386,-3.8129728411377197,0.0
201,1.0084541263388735,-3.801832697379171,0.0
202,1.0081703404407114,-3.8598750647867757,0.0
203,1.0081652175406428,-3.8675615970702144,0.0
204,1.0082736802626528,-3.7139195987043916,0.0
205,1.0081826487228118,-3.707541876400472,0.0
206,1.0084052855203232,-3.782604310950781,0.0
207,1.0083946116719305,-3.7896999123022206,0.0
208,0.9993331949477969,-5.523242938934787,0.0
209,1.0302739892477546,-2.9832305363493585,0.0
210,1.0302739892477546,-2.9832305363493585,0.0
211,1.0302742260780446,-2.9832072610211573,0.0
212,0.998201943377776,-4.5241486575224314,0.0
213,1.0147125836407958,-3.2215013532024726,0.0
214,0.9833161495800319,-8.735583025212375,0.0
215,0.9832615637825824,-8.74518376834747,0.0
216,0.9929274033116068,-6.725732665157322,0.0
217,0.9929797654271413,-6.737944578638907,0.0
218,0.9982638994446972,-5.859231137020194,0.0
219,0.9981411105319676,-5.880256325473727,0.0
220,1.0349386821965383,2.378760541638433,0.0
221,1.0012817701673082,-4.316794118960801,0.0
222,1.016709079706296,-2.992213041406636,0.0
223,1.012,-2.183427566571193e-12,0.0
224,1.0119121299157607,-0.028867269789135404,0.0
225,1.003401200181863,-2.0103792322181744,0.0
226,0.9746171304201884,-11.01730206182499,0.0
227,0.9747219504985293,-11.026732873297112,0.0
228,1.0097209082016012,-3.3293573282451243,0.0
229,1.009664081082007,-3.330750748808918,0.0
230,1.0126540013408225,-3.0483844257226873,0.0
231,1.0126565644196808,-3.0517591473648373,0.0
232,1.0102304651572778,-1.3232498265738897,0.0
233,1.010318206534345,-1.3155535929103233,0.0
234,1.001907244849246,-3.088886764035608,0.0
235,1.016567602768251,-2.360205056347909,0.0
236,0.9901781005102261,-11.812952867697467,0.0
237,0.9922210460447723,-5.987435861264473,0.0
238,0.9834409919999371,-12.385275020774914,0.0
239,0.992766664267195,-5.914055373750849,0.0
240,0.992744817693134,-5.91882225748152,0.0
241,1.012493638755635,-4.29514948031275,0.0
242,0.9873295877521189,-5.511752160168862,0.0
243,0.9871882007341213,-5.531724099458617,0.0
244,1.0031945175919141,-3.8738338410209128,0.0
245,1.0030521623668318,-3.9118344053807745,0.0
246,1.0233253480630207,0.7995600720699348,0.0
247,0.9900138971747237,-5.812035147454351,0.0
248,1.0025901806824882,-3.9831804776320228,0.0
249,0.984221382566123,-12.327392048018023,0.0
250,0.9952047581993559,-5.628381900385708,0.0
251,0.985790122376006,-5.9312815051377115,0.0
252,0.9857567874212666,-5.927158849139719,0.0
253,1.0131428461658836,-4.536441754436845,0.0
254,1.0069455672561616,-7.71136742121592,0.0
255,0.9952058734069931,-5.6283705784829134,0.0
256,1.0133780032578363,-5.9280843228899665,0.0
257,1.002493561752972,-7.005620745513163,0.0
258,1.0112284114003618,-5.940323787224635,0.0
259,1.01112951071191,-5.9404873574537795,0.0
260,1.0125987341649656,-5.303725125899549,0.0
261,1.0128845790309022,-5.680204230280163,0.0
262,1.0027404549284087,-3.9686764247417106,0.0
263,0.9918382023394205,-6.049826210022686,0.0
264,0.991841722619212,-6.049260326649847,0.0
265,1.021503547450282,-2.4668683226559778,0.0
266,1.0312861145568755,-2.037219614398042,0.0
267,1.0349815922649754,30.852537756569937,3.891033916931708
268,1.0304985647817408,0.1532915042675915,-32.746486574622224
269,1.024557090252716,0.41043931574114795,0.0
270,1.009663437943643,9.524023152366514,0.0
271,1.0165888891392947,-3.4778593436411565,-0.031538446950037546
272,1.0286987797310043,-5.6714609744713,0.0
273,0.9804996947643824,11.510538620656732,0.0
274,1.028745769878391,-5.013103674346185,0.0
275,1.034996794743243,-2.3577167609641925,26.830860190784673
276,1.0148008955446248,0.6919438026266093,0.0
277,1.021500927293716,-2.4668536262508356,0.0
278,1.0248683823367055,1.4995985749474063,16.898019840041343
279,1.0169692069132972,0.5523120411241607,0.0
280,1.0129711470983684,-10.01924581049307,0.0
281,1.0349915163518366,31.899386917328172,0.0
282,1.0294779152524125,3.7142162175891715,0.0
283,1.0096369088228636,-5.3382716280485765,0.0
284,1.01817325583978,0.35974791350744345,0.0
285,1.0056908958334543,7.733816542047273,17.787515628069773
286,1.0002580974519657,-8.6308400084339,0.0
287,0.9649968940521976,16.869086480481197,0.0
288,1.0349751771749651,-7.178400875336725,0.0
289,1.0230484377411013,1.5750019392138723,0.0
290,1.0095504061576834,10.17435349717099,0.0
291,1.0267625616861626,3.903950657649092,0.0
292,1.0136240869623345,-2.5639151982377206,0.0
293,1.0215035474502818,-2.466868322655976,0.0
294,1.0242798388386185,1.5608553906987368,0.0
295,1.021789686500888,-0.37007493947241815,0.0
296,1.0215035474502818,-2.466868322655976,0.0
297,1.0097752140714378,-0.06509336430559515,0.0
298,1.0349475070725023,13.396000079898789,0.0
299,1.009796346142979,-2.1668387760000747,10.552180903356836
300,1.0250859281348637,0.1827827335828381,51.30446542557481
301,1.0134450731040265,0.7163058276766431,0.0
302,1.000113489752903,8.188280658933333,0.0
303,1.0060009540596233,-10.155574970390138,0.0
304,1.0141697046378182,-6.814123664120092,0.0
305,1.021503547450282,-2.4668683226559787,0.0
306,1.0107452785357127,-11.517401887102707,0.0
307,1.022919047993468,6.748092034324748,0.0
308,1.0094278887746335,-5.599084534800685,0.0
309,1.0094278887746335,-5.599084534800685,0.0
310,1.0160633562100638,-6.1143590189645645,6.104598609495018
311,1.0206865049689697,0.5526070655174794,0.0
312,0.9840517057746035,22.589520284327723,0.024425759742586612
313,1.0123649488508237,-9.566109303039353,0.0
314,1.026224882955431,-4.934306797696187,0.0
315,1.0245997221146546,0.6363446534987088,20.646141925107617
316,1.0304707456272149,3.8973324033189995,0.0
317,1.0224814761845562,1.0531264994280616,0.0
318,1.0119097013173628,-3.2521387884744843,0.0
319,1.0158178997068144,-7.242639548037658,10.217790920658425
320,1.0000465805282133,-9.216892853560884,0.0
321,1.0122817204272816,0.7496440025502737,0.0
322,1.0215035474502818,-2.466868322655976,0.0
323,1.0213445651744872,5.263596876540614,0.0
324,1.022564362652343,0.6216468027326684,0.0
325,1.0089126216110247,-7.571299835652291,0.0
326,1.021503547450282,-2.4668683226559787,0.0
327,1.0251480285529453,2.3107007518239753,0.0
328,1.0003702445877163,-9.13575998468525,-0.10006651211931315
329,1.0089515753987757,1.641329581059513,0.0
330,1.0161358526140076,3.137022194570878,0.0
331,0.9757407280339918,15.260736262165738,0.0
332,1.0253989687860021,6.366169276135087,0.0
333,1.034075430005079,11.400674667804378,0.0
334,1.015876412263562,-6.970690142785214,10.393538046666068
335,1.021503547450282,-2.4668683226559778,0.0
336,1.0293479004728585,2.326120925718595,0.0
337,1.0349737739009102,8.10805043789423,0.0
338,1.029178801251274,-1.7667833263569994,0.0
339,1.028915659972427,-1.7654792259720309,0.0
340,0.9754919396361379,12.760873407176772,0.0
341,1.0289048940888161,-1.7958322870824295,0.0
342,1.0002469380611552,-9.203709001045404,0.0
343,1.0153495233286287,-2.217461373702619,0.0
344,1.0161425277294065,1.0059091974044685,0.0
345,1.0349185825614058,11.618023474952468,3.93985270174523
346,1.0098829086814225,-3.2152890903391804,0.0
347,1.0151435425337425,-9.261874370279921,0.0
348,1.0303699959481174,-6.70856200023536,0.0
349,1.0295949323044038,-4.264465422150195,0.0
350,1.0349671222441401,5.211439678665751,0.0
351,1.0037261086849079,-8.12637400175122,0.0
352,1.010786589445593,-2.4668536262508356,0.0
353,1.0332997033878566,2.3442005382419735,0.0
354,1.0283127340115665,3.2641279010262987,0.0
355,0.9905140556113402,-3.7998777592399344,0.0
356,0.9993119125445741,-2.4845613037831553,0.0
357,0.9993259532148471,-2.4817627632439043,0.0
358,1.0059773198283946,-1.1262899950930125,0.0
359,1.005941265235838,-1.1366137081966536,0.0
360,1.000164657543052,-2.0011550202946853,0.0
361,1.0242410874188923,6.65795608988055,0.0
362,1.0242410874188923,6.657956089880548,0.0
363,1.0297572509013329,5.819466806434581,0.0
364,0.993676387912211,-5.4642026038005,0.0
365,1.0016457712662725,-2.353903108240587,0.0
366,1.0015686046331915,-2.3608352723802826,0.0
367,1.0324972373695962,2.014744704495662,0.0
368,1.0088448498474385,-2.5300851243461504,66.8064091714838
369,1.0088204198241437,-2.529857293914967,0.0
370,1.0066471272634807,-1.7621683187465567,0.0
371,1.006653613026573,-1.7599664904680319,0.0
372,1.0109725142296238,-3.735161210904702,0.0
373,1.0248960782996999,-1.134072169164906,0.0
374,1.024746878096992,-1.1602737138660624,0.0
375,1.0063346439748415,-4.99787668541848,0.0
376,1.0153912412067851,-3.6610530003513815,0.0
377,1.013960249701621,-2.3634315582847925,0.0
378,1.0170623811582937,-1.988013367656756,0.0
379,1.0034409992408697,-2.0942866687526327,32.664232054732146
380,1.0216488214772455,-2.254738644830714,0.0
381,1.01232833264167,-2.3458610401140607,0.0
382,1.026742755045698,-0.6344333773155917,0.0
383,1.0268570769051457,-0.5949684506266324,0.0
384,1.0113436075373652,-2.943353798986978,0.0
385,1.0117695556063289,-2.9173020542884553,0.0
386,1.0338320349167782,0.492673582934914,0.0
387,1.026439692378325,-0.6503203657111466,0.0
388,1.0306450912675282,5.820533331936574,8.453793802720334
389,1.0258098893553806,-0.8251990315955796,0.0
390,1.011369563592607,-4.505109145220056,0.0
391,1.008738371247203,-4.615389972986034,0.0
392,1.0085420322749925,-4.598173133183556,0.0
393,1.0253255004777113,-0.9409822784926687,0.0
395,1.0165574877579047,-2.696270210368423,6.916589255954392
396,1.0126946017157585,-4.169011176584645,0.0
397,1.0105417197408872,-2.2470014058139904,0.0
398,1.0164317232421014,-2.0359831644158417,0.0
399,1.0168074014201938,-2.188928624519115,0.0
400,1.0216507561109434,-1.540190208010408,0.0
401,1.0211820112630594,-2.2890639483286552,0.0
402,1.0096368567064749,-4.944391818305887,0.0
403,1.0100056578976226,-4.702211514351468,0.0
404,1.0100153607836906,-4.693595323073212,0.0
405,1.0056430514405865,-5.221651113400435,0.0
406,1.0145043169298034,-4.3245423314184075,-12.76200516225049
407,1.0143607241511559,-4.352413905562223,-5.399312302995308
408,1.0064137738105972,-5.221152298613087,0.0
409,1.0064211408898756,-5.221492114771983,0.0
410,1.0071753580217597,-5.156326633786652,0.0
411,1.0265342619034548,-0.6311058408991911,0.0
412,1.0264415859516356,-0.6979934290733819,0.0
413,1.0115519330807192,-4.441414715320833,0.0
414,1.0101125812003389,-3.017796454258607,0.0
415,1.0145210682810248,-2.5684392282331703,0.0
416,1.0109597445947704,-4.254320630001879,0.0
417,1.0227585419845464,-1.4080228390920588,0.0
418,1.0127122208787767,-4.1675765514513605,0.0
419,1.0167224887337099,-2.5968236607685307,-5.11850620042558
420,1.0167174393716594,-2.6049960045272362,-5.011085627827857
421,1.006748575457668,-1.2882022900230983,0.0
422,1.0346799577341954,-1.7512345704344368,0.0
423,1.0315889644560963,-1.9239543952107148,0.0
424,1.0238190824388123,-2.3988432567980054,0.0
425,1.0238951462418149,-2.4184868006728895,0.0
426,1.0149961002164782,-3.2166238176320534,0.0
427,1.0149807980858327,-3.19932096253777,0.0
428,1.034991267997891,1.2334157034211188,0.0
429,1.0252316267981567,-3.7675413724685822,0.0
430,1.0224153081983298,-1.1122914211606447,0.0
431,1.0199672714106165,-1.7011258141864016,0.0
432,1.0199656702622815,-1.7210034873175648,0.0
433,1.0225696879752861,-1.0750529862974294,0.0
434,1.0225527997941117,-1.098013453551663,0.0
435,1.0151815100918853,-3.0905549946787985,0.0
436,1.0240097177337166,-2.9315831426730794,0.0
437,1.0250544003966875,-1.8059332902204739,0.0
438,1.0120495339020863,-3.6356683542704205,0.0
439,1.0120194478646485,-3.6074353378341852,0.0
440,1.0318860504959706,1.0240683219282987,0.0
441,1.016343463535114,-3.523184421034518,0.0
442,1.011008402924914,-4.0654017898591635,0.0
443,1.0138459547207974,-4.540542660773956,0.0
444,1.0217609743605243,-3.011039746630941,0.0
445,1.0193529560402463,-2.492943770698037,0.0
446,1.0193529560402463,-2.492943770698037,0.0
447,1.0125559227469079,-4.177996990214208,0.0
448,1.0124898980838002,-4.167129820773077,0.0
449,1.0338043039860283,0.8801937575543913,0.0
450,1.0148009424969828,-4.006807882349848,0.0
451,1.0158400896036983,-3.0162201980055325,0.0
452,1.030799416391897,0.550393889420455,0.0
453,1.0158097001965736,-4.389333497389463,0.0
454,1.0193759907434117,-2.4842843016787852,0.0
455,1.0192393622483116,-2.5184277286932977,0.0
456,1.0148984814394373,-4.130030635601433,0.0
457,1.0149894825405221,-4.117209270088515,0.0
458,1.014953542603699,-4.036473655381254,0.0
459,1.0150575581053134,-4.04623448921961,0.0
460,1.0184876314407758,-4.643490746689732,0.0
461,1.0196583915322472,-4.266524324528017,0.0
462,1.0197211218014277,-4.253673424362962,0.0
463,1.014802615311555,-4.143243607254775,0.0
464,1.015466778767631,-3.9042001211685733,0.0
465,1.0155225516997874,-3.8895496260635465,0.0
466,1.0154225154120882,-4.06703759580524,0.0
467,1.0209776912902013,-3.264497962506788,0.0
468,1.0210794629281439,-3.2437236972535937,0.0
469,1.0183414829973283,-4.402739545280182,0.0
470,1.0135533499374327,-3.812631240284196,0.0
471,1.0136203592645403,-3.8055932554280734,0.0
472,1.0252315468300899,-3.767539994504979,0.0
473,1.015683681746193,-3.0511731466089147,0.0
474,1.0276701472613405,-3.5137985489079337,0.0
475,1.0145960936520355,-4.476042236736428,0.0
476,1.0145710512875727,-4.47875999903007,0.0
477,1.0213995657462185,-3.1863910821020145,0.0
478,1.0163735511036651,-2.922873377473466,0.0
479,1.0162825398864317,-2.9524556689766985,0.0
480,1.0349246640775844,1.1359064216689885,0.0
481,1.0349423431862663,0.565492461031345,0.0
482,1.021437748758714,-1.0579409851474941,0.0
483,1.0329512579969151,2.946867644334856,0.0
484,1.0302715384008023,0.3766136673454669,0.0
485,1.0284356220187787,-0.05868171231599607,0.0
486,1.0281840352883709,-0.09218322784701315,0.0
487,1.034934264434376,0.6798745482586331,0.0
488,1.0259103203444713,0.03754682987071997,0.0
489,1.0321468094035633,0.3011978018259979,0.0
490,1.0326313163657832,0.5004132213006489,0.0
491,1.0038192199211367,-3.826188265943425,0.0
492,1.0036893982182065,-3.8427452188181723,0.0
493,1.0039264727188375,-3.8108054769107045,0.0
494,1.0212106738444588,0.4903055874264345,0.0
495,1.017598388638439,-0.43493788462446786,0.0
496,1.0174070198557124,-0.45968145092570833,0.0
497,1.0161531979835325,-2.1862884492473995,0.0
498,1.0296623481460174,0.47990800064045624,0.0
499,1.0289499661056964,-0.6591220897707544,0.0
500,1.0288436691567258,-0.6762936238387126,0.0
501,1.0032903645454785,-3.89007605073539,0.0
502,1.0294397154477561,0.26306061179984064,0.0
503,1.0170768020618404,-0.13623437364390323,0.0
504,1.0168157646902807,-0.15423082027733076,0.0
505,1.0161954240257087,-0.5772663342604061,0.0
506,1.0159440247808,-0.617120725694086,0.0
507,1.0199140617458855,-1.4262752859459706,0.0
508,1.0198660202469436,-1.4323738541825282,0.0
509,1.024111465833555,-0.6478242707445936,0.0
510,1.0057556939322856,-3.6427173891709934,0.0
511,1.0053592712108694,-3.6714066220097346,0.0
512,1.0012828385948234,-3.978738850471401,0.0
513,1.0177135860298583,-0.4159421373937116,0.0
514,1.0213517462177784,-0.3286653799479467,0.0
515,0.9974768891404846,-4.3340074947038145,0.0
516,0.9973248801406732,-4.358427740493005,0.0
517,0.9976404144968671,-4.307941340822395,0.0
518,0.9974768891404846,-4.3340074947038145,0.0
519,0.9974768891404846,-4.3340074947038145,0.0
520,1.0056201593364165,-3.3103306152027936,0.0
521,1.0076021255003653,-4.516361463661931,75.64775818940186
522,1.0150235874776672,-1.3021520176010637,0.0
523,1.002838735775321,-3.7041323299568685,0.0
524,0.9923881063894635,-4.97023924093131,0.0
525,1.0265685416821626,0.26717926219457355,0.0
526,1.0185461331129018,-1.1183152262978422,0.0
527,1.0250279336503616,-1.1810917807505372,0.0
528,1.0242065311592568,-1.1731843091653074,0.0
529,1.014638646146876,-1.758427922192082,0.0
530,1.0038031796176834,-3.7660631676472307,0.0
531,0.9935035762691902,-6.918720983926288,0.0
532,1.0148098729086328,-1.7375865641783237,0.0
533,1.0022441646907623,-4.17244119720497,0.0
534,1.0019559550850392,-4.195880555228513,0.0
535,0.9857689482937358,-5.288307238716712,0.0
536,0.9855826447205913,-5.307859196997777,0.0
537,0.9859499133619833,-5.270633283829251,0.0
538,0.9857689482937358,-5.288307238716712,0.0
539,0.9857689482937358,-5.288307238716712,0.0
540,0.9861674468970363,-5.22643585082981,0.0
541,0.985982594390071,-5.233482801315834,0.0
542,0.9883883859040785,-5.151498875738317,0.0
543,1.0090487623944,-2.4687798140149435,0.0
544,0.990345628627329,-5.028470746922857,0.0
545,1.0087551638821592,-2.5027131403540563,0.0
546,1.0097448131997364,-2.403248209813643,0.0
547,0.9826908859484563,-5.499118940274634,0.0
548,1.0025131260710713,-4.986594204358143,0.0
549,1.03446342226323,2.15494206955695,0.0
550,1.0342189726797055,2.1193177903327896,0.0
551,1.0348479292397836,0.8162175409369837,19.216441486698017
552,1.0317198654102404,1.527239755254151,0.0
553,1.0250800292985862,-1.3392372247276798,0.0
554,1.0347039897493011,0.8263600194203895,0.0
555,1.0010009130828714,-5.03664623338342,0.0
556,1.0010418335027074,-5.034388992678711,0.0
557,1.0076541895940427,-5.201197859331953,0.0
558,1.0076430624145973,-5.202097528042585,0.0
559,1.010147960933262,-2.911670784100268,0.0
560,1.0293008210158485,0.6412549933703747,0.0
561,1.0275242790315589,1.126472730061076,0.0
562,1.0205176059080594,-0.11025938136502682,0.0
563,1.022310485895765,0.21604994648183318,0.0
564,1.0293008210158485,0.6412549933703747,0.0
565,1.0293008210158485,0.6412549933703751,0.0
566,1.0293008210158485,0.6412549933703747,0.0
567,1.0293008210158485,0.6412549933703747,0.0
568,1.0293008210158485,0.6412549933703747,0.0
569,1.0349656113744667,1.7796126103805583,0.0
570,1.0293008210158485,0.6412549933703747,0.0
571,1.0349471958697045,0.9762079125478607,0.0
572,1.0293008210158485,0.6412549933703747,0.0
573,1.0201701651607542,-0.14816675474324734,0.0
574,0.9926006217994572,-8.567100701012373,0.0
575,0.9926006217994572,-8.567100701012373,0.0
576,0.9765997506432197,-6.859643287052872,0.0
577,0.9765997506432197,-6.859643287052872,0.0
578,1.0236318665628692,-8.695947664299942,0.0
579,1.0237445232775688,-8.697245228742844,0.0
580,1.0200209650761611,-4.094210908007261,0.0
